,ID,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
0,3505998,"Inbound Marketing: Content Marketing, KPI & Google Analytics",4.7,5,0.5,28,Marketing,Other Marketing,Inbound Marketing,Alex Genadinik,English,False,0,1,0,3.5 hours,5,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4146562,Data Analysis & Visualization: Python | Excel | BI | Tableau,4.4,5,0.5,192,Business,Business Analytics & Intelligence,Data Analysis,Bluelime Learning Solutions,English,False,0,1,0,9.5 hours,31,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3162584,Revit Architecture| Interior Modeling and Rendering,4.5,5,0.5,51,Design,Interior Design,Revit,Talha Hyder,English,False,0,0,0,3 hours,3,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3918730,Reading Music: Intervals,5.0,5,0.5,4,Music,Music Fundamentals,Reading Music,Jonathan Peters,English,False,0,5,0,1.5 hours,19,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3275464,GASP...Smarter - How to use Google Apps on your Smartphone,0,0,0,0,Office Productivity,Google,Google Office,John-Roy Cloete,English,False,0,0,0,37 mins,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1473376,Monetize your Instagram as an Instagram Influencer in 2021,4.5,5,0.5,1112,Marketing,Social Media Marketing,Instagram Marketing,António Araújo,English,False,0,1,0,2.5 hours,17,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2800928,Premiere Pro Crash Course (2 Hours),0,0,0,0,Photography & Video,Video Design,Adobe Premiere,Alexis J. Estevez,English,False,0,1,0,2 hours,2,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3539270,Introduction to Positive Psychology,5.0,5,0.5,5,Teaching & Academics,Humanities,Positive Thinking,Jatin Adlakha,English,False,0,0,0,1 hour,0,No,44.98,
0,412712,Pitch Perfect: Growth Hacker's Guide to PR & Media Coverage,3.8,5,0.5,19,Marketing,Public Relations,,Steve Young,English,False,0,0,0,2 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2276255,Revenue Recognition - IFRS 15 & ASC 606,4.3,5,0.5,873,Finance & Accounting,Accounting & Bookkeeping,IFRS,Raffaelson Academy,English,False,0,0,0,4 hours,6,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2356538,The Ultimate Public Relations Masterclass,4.4,5,0.5,1489,Marketing,Public Relations,,Heather Baker,English,False,0,0,0,3 hours,3,Yes,40.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,70030,Elite Singing Techniques - Phase I,4.7,5,0.5,2762,Music,Vocal,Singing,Eric Arceneaux,English,False,0,1,0,3.5 hours,45,No,108.98,
0,3942448,MySQl complete guide,4.0,5,0.5,47,Development,Database Design & Development,MySQL,Rajan Singh,English,False,0,0,0,4.5 hours,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2732806,1 Corinthians: 16 Life Changing Lessons,5.0,5,0.5,1,Personal Development,Religion & Spirituality,The Bible,Boomy Tokan,English,False,0,1,0,1.5 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2049653,Connect XL & Outlook -Access VBA & Collection Loops Series 7,5.0,5,0.5,4,Office Productivity,Microsoft,Excel,ajay parmar,English,False,0,0,0,7 hours,5,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,509114,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,4.6,5,0.5,6673,Office Productivity,Microsoft,Excel,Steve McDonald,English,False,0,6,0,7 hours,24,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1766852,How to get the BEST car deal,4.9,5,0.5,5,Finance & Accounting,Other Finance & Accounting,Car Buying,Jose Rodriguez,English,False,0,0,0,35 mins,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1559938,Certification in Kagi (TA) Charts & Smiling Buddha Strategy,5.0,5,0.5,76,Finance & Accounting,Finance Cert & Exam Prep,Financial Trading,Saad T. Hameed (STH),English,False,1,3,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,7723,How to Train a Puppy,4.7,5,0.5,351,Lifestyle,Pet Care & Training,Pet Training,Ian Dunbar,English,False,0,1,0,15 hours,0,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3123106,QuickBooks (Beginners & Advanced): Fast Track Training,5.0,5,0.5,1,Finance & Accounting,Accounting & Bookkeeping,QuickBooks,Douglas Melvin,English,False,0,0,0,1.5 hours,1,No,78.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4140724,Machine Learning & Data Science Bootcamp with  R  & Python,5.0,5,0.5,1,Development,Data Science,Machine Learning,Academy of Computing & Artificial Intelligence,English,False,0,10,0,5 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4132864,Basics of Virtual Reality and Create a Phone App using Unity,0,0,0,0,Teaching & Academics,Online Education,Virtual Reality,Dr. Aditya Gupte,English,False,0,0,0,8 hours,0,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,433102,"Professional Podcast Production, Editing & Blueprint",4.2,5,0.5,525,Business,Media,Podcasting,Ian Robinson,English,False,0,0,0,4 hours,14,Yes,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2743342,Houdini 18 - Procedural Prop Modeling - Chinese Knife,4.9,5,0.5,19,Development,Game Development,Houdini Software,Indie - Pixel,English,False,0,0,0,4.5 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3987972,Kick basics in muay thai martial art of Thailand,0,0,0,0,Health & Fitness,Self Defense,Muay Thai,Chanuphon Yodsamai,English,False,0,0,0,1 hour,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3930046,"Marketing Strategy - Principles, Strategy, Practice",4.4,5,0.5,5,Marketing,Marketing Fundamentals,Marketing Strategy,Mark Meyerson,English,False,0,0,0,4.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,978294,2021 Video Marketing & Advertising Via Effective YouTube Ads,4.4,5,0.5,88,Marketing,Advertising,YouTube Marketing,Alex Genadinik,English,False,0,2,0,3.5 hours,13,No,78.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,1560368,Ultimate Beginner’s Guide to Photography Entrepreneurship,4.6,5,0.5,66,Photography & Video,Commercial Photography,Entrepreneurship Fundamentals,Eric Kim,English,False,0,1,0,5 hours,4,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3726606,Advertising Strategy For Online And Offline Business,5.0,5,0.5,1,Marketing,Advertising,Advertising Strategy,Eric Yeboah,English,False,0,0,0,1 hour,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3795996,Digital Audio Fundamentals,4.7,5,0.5,21,Music,Music Fundamentals,Digital Audio,Akash Murthy,English,False,0,0,0,3 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3146294,Confidence: How to build a robust self-confidence for sport,5.0,5,0.5,1,Health & Fitness,Sports,Confidence,Roberto Forzoni,English,False,0,8,0,1 hour,27,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3979924,Level 3 Teacher Training Diploma Stability & Balance,0,0,0,0,Health & Fitness,Fitness,Teacher Training,Zayra Mo,English,False,0,7,0,6 hours,2,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3955574,Dropshipping with Shopify | Selling Online Worldwide,4.9,5,0.5,40,Business,E-Commerce,Shopify Dropshipping,Khalid Hussain,English,False,0,2,0,6 hours,0,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,65809,Photography - Become a Better Photographer - Part II,4.8,5,0.5,466,Photography & Video,Digital Photography,Photography,Bernie Raffe AMPA,English,False,0,1,0,4.5 hours,0,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2847426,How to Improve Your Marriage in 40 Days: A Course for Men,5.0,5,0.5,1,Personal Development,Parenting & Relationships,Marriage,Charles David Hanna,English,False,0,0,0,1.5 hours,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,169432,How to Buy Your First Rental House,4.8,5,0.5,55,Business,Real Estate,Real Estate Investing,Dennis Fassett,English,False,0,0,0,12 hours,0,No,40.98,
0,3539672,The Western Art of Frederic Remington,5.0,5,0.5,1,Teaching & Academics,Humanities,Art History,Federico von Borstel,English,False,0,0,0,2 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,176722,U.S. Residential Mortgage Business,4.3,5,0.5,1662,Business,Real Estate,Mortgage,Starweaver Team,English,False,0,0,0,7.5 hours,25,No,34.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,4041410,Exhale Stress Inhale Zen,4.5,5,0.5,1,Personal Development,Personal Transformation,Mindfulness,Mary Ann Stancel,English,False,0,0,0,1.5 hours,14,No,34.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1225428,Techniques to Cope With & Reduce Stress,5.0,5,0.5,1,Health & Fitness,Mental Health,Stress Management,Alan Eisenberg,English,False,0,2,0,1 hour,1,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3641508,Public Relations for Small Businesses and Entrepreneurs,0,0,0,0,Marketing,Public Relations,,Dominique Fields,English,False,0,0,0,1 hour,10,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1025516,Martial Arts Dim Mak,4.3,5,0.5,61,Health & Fitness,Self Defense,Martial Arts,Paul Brecher,English,False,0,35,0,43 mins,0,No,34.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,2472242,Content Marketing,4.3,5,0.5,153,Marketing,Content Marketing,,Steven Matt,English,False,0,0,0,32 mins,1,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4174560,Talking to Your Employees About Stress at Work,4.7,5,0.5,10,Business,Communication,Stress Management,Deborah Grayson Riegel,English,False,0,0,0,1.5 hours,21,No,108.98,
0,4174442,Audition for Voice Over Jobs Like a Pro,5.0,5,0.5,2,Business,Entrepreneurship,Voice-Over,Trevor O'Hare,English,False,0,0,0,33 mins,0,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4110400,Lean Six Sigma - Yellow Belt Course with Certification,4.8,5,0.5,3,Business,Operations,Lean Six Sigma Yellow Belt,Dean Westbrook,English,False,0,0,0,3.5 hours,15,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4062652,Facebook Group Marketing Mastery 2021,4.0,5,0.5,15,Marketing,Social Media Marketing,Facebook Groups,Henry Zhang,English,False,0,0,0,34 mins,0,No,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3761450,30-Day Marketer PRO Training Course (Digital Marketing),5.0,5,0.5,1,Marketing,Social Media Marketing,,Denzel Beauchamp,English,False,0,0,0,7.5 hours,8,No,40.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,541692,Selenium WebDriver Masterclass with C#,4.3,5,0.5,8536,IT & Software,Other IT & Software,Selenium WebDriver,Nikolay Advolodkin,English,False,0,83,0,28.5 hours,12,Yes,138.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1197206,Illustrator 2021 MasterClass,4.6,5,0.5,29345,Design,Graphic Design & Illustration,Adobe Illustrator,Martin Perhiniak,English,True,0,2,0,13 hours,8,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1331526,Copywriting for Beginners Part 2 of 3: Headlines & Openers,4.4,5,0.5,104,Marketing,Advertising,Copywriting,Alan Sharpe,English,False,0,0,0,1 hour,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4076470,Diploma in Information System Audit (DISA)- ICAI,4.2,5,0.5,5,IT & Software,Network & Security,Information Security,Hemang Doshi,English,False,5,0,0,,0,No,29.98,
0,771368,How To Sculpt Your Own Earth Oven: For Home or Business,4.5,5,0.5,11,Lifestyle,Home Improvement,Cooking,im Simpl,English,False,0,2,0,2.5 hours,37,No,55.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1445738,Your Daily Belly Dance Break,4.6,5,0.5,52,Health & Fitness,Dance,Belly Dancing,Vanessa Naja,English,False,0,0,0,1.5 hours,0,No,44.98,"{'amount': 24.0, 'currency': 'SGD', 'price_string': 'S$24', 'currency_symbol': 'S$'}"
0,3930450,Understanding Dysphagia: Complete Dysphagia Awareness Course,5.0,5,0.5,1,Health & Fitness,Safety & First Aid,Medical Imaging,Alpha Academy,English,False,0,0,0,1.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3558549,Web Content Avalanche: Content Marketing Course For Creators,0,0,0,0,Marketing,Content Marketing,Web Content,Nathan Conner,English,False,0,0,0,4 hours,5,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3955316,Sound Engineering Level 2 - EQ (Equalizer),4.7,5,0.5,3,Music,Music Production,Audio Equalization,Liam Davin,English,False,0,0,0,3.5 hours,46,No,88.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,758728,Introduction to Equine Assisted Psychotherapy,4.7,5,0.5,256,Health & Fitness,Mental Health,Psychotherapy,Wendy L,English,False,0,0,0,40 mins,1,No,68.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3535068,Learn The Basics Of Photoshop From A Press Photographer,4.6,5,0.5,4,Photography & Video,Photography Tools,Photoshop,Chris Harvey,English,False,0,0,0,2 hours,12,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2589164,Forex Trading Made Easy as ABC - With LIVE Examples Part 2,5.0,5,0.5,63,Finance & Accounting,Finance,MetaTrader,Joseph Siaw,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3592862,Health and Care Tips for Cat Owners,0,0,0,0,Lifestyle,Pet Care & Training,Pet Care,Courses ABC,English,False,0,0,0,2 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2820795,Speed Typing course:  master Touch Typing and shortcut keys,4.6,5,0.5,323,Office Productivity,Other Office Productivity,Typing,Valentin Ilicea,English,False,0,6,0,2 hours,8,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3998808,Building Creative Confidence,0,0,0,0,Design,Other Design,Creativity,Institute of Product Leadership,English,False,0,6,0,1 hour,0,No,49.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3505142,How to Use Facebook Advertising to Grow Your Business,4.2,5,0.5,3,Marketing,Advertising,Facebook Ads,Bryan Guerra,English,False,0,4,0,7.5 hours,8,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1863490,Tensorflow and Keras For Neural Networks and Deep Learning,5.0,5,0.5,375,Development,Data Science,Deep Learning,Minerva Singh,English,False,0,4,0,7.5 hours,60,No,138.98,"{'amount': 23.0, 'currency': 'SGD', 'price_string': 'S$23', 'currency_symbol': 'S$'}"
0,3438904,Active Listening: You Can Be a Great Listener,4.5,5,0.5,6765,Business,Communication,Listening Skills,Lauren Powers,English,False,1,0,0,2.5 hours,13,Yes,108.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2513790,Agile Scrum Training: Scrum Master+Agile Project Management,4.5,5,0.5,1641,Development,Software Engineering,Agile,"Umer Waqar, PMP",English,False,1,4,0,2.5 hours,1,Yes,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,957336,The Complete Instagram Marketing Course - 6 Courses In 1,3.4,5,0.5,952,Marketing,Social Media Marketing,Instagram Marketing,James Canzanella,English,False,0,1,0,1.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,2514078,Marketing 101 for Groomers,4.8,5,0.5,8,Marketing,Marketing Fundamentals,Marketing Plan,Sarajenie Smith,English,False,0,0,0,1 hour,2,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3077788,Microdermabrasion course,4.3,5,0.5,139,Health & Fitness,Other Health & Fitness,Skincare,Yuliya Tkachenko,English,False,0,1,0,1 hour,7,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1956420,Chemistry Course: Kick-start your A-level Chemistry or IB,5.0,5,0.5,2,Teaching & Academics,Science,Chemistry,Faye Carlisle,English,False,0,0,0,1 hour,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3988442,A Color Story,0,0,0,0,Personal Development,Creativity,Acrylic Painting,DENISE LOVE,English,False,0,0,0,5.5 hours,0,No,59.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3807046,Mastering IBM Blueworks Live,0,0,0,0,Business,Business Analytics & Intelligence,,Matthew Oatts,English,False,0,0,0,4.5 hours,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4069886,MRCPCH fundamentals. Inborn errors of metabolism.,0,0,0,0,Health & Fitness,Other Health & Fitness,Membership Website,Shaimaa Salah,English,False,0,0,0,3.5 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,1937150,Leading Effective Meetings - You Can Lead Effective Meetings,4.5,5,0.5,717,Personal Development,Leadership,Meetings,TJ Walker,English,False,0,2,0,27 hours,6,No,158.98,"{'amount': 26.0, 'currency': 'SGD', 'price_string': 'S$26', 'currency_symbol': 'S$'}"
0,4017074,Certificate Course on VSDC Video Editor 2021,4.5,5,0.5,10,Photography & Video,Video Design,Video Editing,Venkatesh B,English,False,0,0,0,2.5 hours,0,No,44.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,3626662,Podcast For Business | How To Grow A Business With Podcast,4.8,5,0.5,14,Marketing,Advertising,Podcasting,Zoolord Academy,English,False,0,1,0,1 hour,0,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,365854,eBook Marketing Kit,5.0,5,0.5,3,Marketing,Digital Marketing,eBook Creation,Johnathan Leow,English,False,0,0,0,2 hours,0,No,29.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
0,4001966,Financial Modeling Level 1,0,0,0,0,Finance & Accounting,Financial Modeling & Analysis,Financial Modeling,Isaac Alormenu,English,False,0,0,0,5 hours,1,No,128.98,"{'amount': 22.0, 'currency': 'SGD', 'price_string': 'S$22', 'currency_symbol': 'S$'}"
